model,year,price,mileage,tax,mpg,engineSize,model_encoded,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol
 Fiesta,2017,9999,7805,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 C-MAX,2014,8000,20556,30.0,61.4,1.6,1,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,13499,19525,125.0,56.5,2.0,9,1,0,0,1,0,0,0,0
 Focus,2015,8350,18403,160.0,44.8,1.6,6,1,0,0,0,0,0,0,1
 Focus,2018,16999,9577,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,17699,1821,145.0,74.3,1.5,6,1,0,0,1,0,0,0,0
 Fiesta,2017,9899,22385,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2012,7490,43325,145.0,47.9,1.6,6,0,1,0,0,0,0,0,1
 Fiesta,2009,3990,53583,20.0,67.3,1.4,5,0,1,0,1,0,0,0,0
 Grand C-MAX,2011,5490,64000,200.0,40.9,1.6,9,0,1,0,0,0,0,0,1
 Fiesta,2014,7676,22358,0.0,76.4,1.5,5,0,1,0,1,0,0,0,0
 S-MAX,2016,15369,36932,125.0,56.5,2.0,18,0,1,0,1,0,0,0,0
 Kuga,2013,9218,50834,145.0,53.3,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,12500,8220,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2015,7960,17164,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2012,6490,28000,125.0,48.7,1.4,5,0,1,0,0,0,0,0,1
 Focus,2011,5450,63000,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Mondeo,2009,4150,79000,200.0,44.8,2.2,14,0,1,0,1,0,0,0,0
 Galaxy,2012,7990,75179,165.0,49.6,2.0,8,0,1,0,1,0,0,0,0
 Fiesta,2016,8999,16213,0.0,57.7,1.0,5,1,0,0,0,0,0,0,1
 Mondeo,2015,10190,37406,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Fiesta,2013,4940,39932,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2016,6870,67901,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2015,9640,28088,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Focus,2016,8940,48687,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2015,7996,44000,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 B-MAX,2013,5473,50174,30.0,55.4,1.0,0,0,1,0,0,0,0,0,1
 Focus,2017,9699,23183,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,12495,20693,145.0,46.3,1.5,6,1,0,0,0,0,0,0,1
 Fiesta,2018,11999,5612,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,9999,9813,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Focus,2014,7000,43016,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Galaxy,2016,12940,85259,125.0,56.5,2.0,8,0,1,0,1,0,0,0,0
 Fiesta,2016,7989,75929,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Fiesta,2013,5949,52135,0.0,85.6,1.6,5,0,1,0,1,0,0,0,0
 Mondeo,2016,8640,88393,30.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2017,10440,51318,20.0,67.3,2.0,14,0,1,0,1,0,0,0,0
 Fiesta,2016,6940,75386,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Fiesta,2018,9999,13614,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2018,9299,2398,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Focus,2018,15999,16582,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 EcoSport,2016,8499,31530,125.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,15999,1298,145.0,51.4,1.5,9,1,0,0,1,0,0,0,0
 Kuga,2014,8999,47772,145.0,53.3,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,10999,15555,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Focus,2018,10999,10374,145.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Focus,2014,8940,29192,160.0,44.8,1.6,6,1,0,0,0,0,0,0,1
 Focus,2014,6840,69000,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Focus,2015,5750,78000,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Fiesta,2015,8845,29194,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2014,6995,51438,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 B-MAX,2013,5495,62774,150.0,47.1,1.4,0,0,1,0,0,0,0,0,1
 Focus,2016,8497,52821,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2016,8470,89827,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 C-MAX,2012,5270,87611,200.0,42.8,1.6,1,0,1,0,0,0,0,0,1
 Fiesta,2017,9640,16697,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Fiesta,2014,7340,30000,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2014,6940,32000,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2013,5749,69000,30.0,56.5,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,11333,30452,125.0,51.4,1.0,6,1,0,0,0,0,0,0,1
 Fiesta,2016,8795,27705,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2008,3995,76517,150.0,47.9,1.6,5,0,1,0,1,0,0,0,0
 Mondeo,2016,8695,69778,0.0,74.3,1.5,14,0,1,0,1,0,0,0,0
 Mondeo,2016,8995,79265,30.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Fiesta,2015,8288,14653,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Mondeo,2015,8794,97000,30.0,65.7,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2016,6993,112000,20.0,67.3,2.0,14,0,1,0,1,0,0,0,0
 Fiesta,2018,11997,10230,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2017,8697,33866,125.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2018,10497,28247,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Edge,2017,19997,20540,160.0,48.7,2.0,3,1,0,0,1,0,0,0,0
 Focus,2016,9797,25286,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 KA,2014,4490,49195,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Mondeo,2012,4190,82773,145.0,53.3,2.0,14,0,1,0,1,0,0,0,0
 B-MAX,2015,7890,16796,160.0,44.1,1.6,0,1,0,0,0,0,0,0,1
 Kuga,2015,10488,59498,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2014,6988,53987,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2016,8688,17543,160.0,44.8,1.5,2,0,1,0,0,0,0,0,1
 Focus,2017,10990,37287,150.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2014,9970,67401,205.0,45.6,2.0,13,1,0,0,1,0,0,0,0
 Galaxy,2017,17970,27503,145.0,52.3,2.0,8,0,0,1,1,0,0,0,0
 Grand C-MAX,2013,8470,47421,165.0,48.7,2.0,9,1,0,0,1,0,0,0,0
 Focus,2018,11970,37349,150.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,15970,404,145.0,47.9,1.5,6,1,0,0,0,0,0,0,1
 Galaxy,2016,19970,10121,145.0,52.3,2.0,8,0,0,1,1,0,0,0,0
 Galaxy,2013,6470,99900,150.0,52.3,1.6,8,0,1,0,1,0,0,0,0
 S-MAX,2012,10997,39125,200.0,47.1,2.0,18,1,0,0,1,0,0,0,0
 Fiesta,2017,9797,24138,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,11797,12255,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Mondeo,2010,3692,113000,160.0,50.4,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2017,7391,111000,20.0,67.3,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2016,6991,127000,30.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2015,6893,130000,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2010,2694,130000,145.0,53.3,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2015,7991,90000,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2010,3692,113000,165.0,50.4,2.0,14,1,0,0,1,0,0,0,0
 Kuga,2015,7991,128000,150.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Mondeo,2016,7992,132000,30.0,62.8,2.0,14,0,1,0,1,0,0,0,0
 Kuga,2015,7991,128000,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Mondeo,2015,7792,100000,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2017,7793,114000,30.0,65.7,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2015,6793,130000,30.0,65.7,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2014,5393,132000,30.0,61.4,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2015,6391,142000,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Kuga,2015,7992,123000,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Mondeo,2015,6391,110000,20.0,67.3,2.0,14,0,1,0,1,0,0,0,0
 Focus,2016,7793,100000,20.0,70.6,2.0,6,0,1,0,1,0,0,0,0
 Kuga,2017,12491,96000,150.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Mondeo,2015,6793,138000,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2007,1795,135391,205.0,46.3,2.2,14,0,1,0,1,0,0,0,0
 Fiesta,2015,9495,50460,150.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Focus,2018,18490,19398,150.0,61.4,2.0,6,1,0,0,1,0,0,0,0
 Focus,2013,10899,55865,235.0,39.2,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2011,3249,92737,20.0,68.9,1.4,5,0,1,0,1,0,0,0,0
 Fiesta,2014,6949,41076,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,7393,102000,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,7793,106000,20.0,70.6,2.0,6,0,1,0,1,0,0,0,0
 Galaxy,2016,10792,117000,150.0,52.3,2.0,8,1,0,0,1,0,0,0,0
 Mondeo,2016,7492,128000,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 Mondeo,2015,6793,130000,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2016,7792,105000,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 Fiesta,2007,1295,108475,160.0,45.6,1.4,5,0,1,0,0,0,0,0,1
 Fiesta,2008,1495,118000,30.0,62.8,1.4,5,0,1,0,1,0,0,0,0
 Mondeo,2016,8795,94799,30.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2016,8793,108000,30.0,65.7,2.0,14,0,1,0,1,0,0,0,0
 EcoSport,2018,15900,5603,145.0,48.7,1.0,2,1,0,0,0,0,0,0,1
 Fiesta,2014,6450,54486,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,15500,3914,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2011,4899,77543,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 KA,2011,2890,67532,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Fiesta,2019,11990,12950,150.0,58.9,1.5,5,0,1,0,1,0,0,0,0
 C-MAX,2016,9999,14113,20.0,64.2,1.5,1,1,0,0,1,0,0,0,0
 Focus,2018,12539,14952,145.0,51.4,1.0,6,1,0,0,0,0,0,0,1
 Fiesta,2017,10069,17613,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9739,23500,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,12089,28568,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2016,10399,13475,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Kuga,2016,12999,12825,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Galaxy,2017,17999,35369,125.0,56.5,2.0,8,0,1,0,1,0,0,0,0
 Fiesta,2016,8240,25388,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Focus,2016,10795,16300,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2015,5492,114000,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2017,12491,96000,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2015,8391,109000,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Mondeo,2010,3493,140000,145.0,53.3,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2016,6992,134000,20.0,67.3,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2015,5991,130000,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 Kuga,2013,9921,49372,200.0,45.6,2.0,13,1,0,0,1,0,0,0,0
 Fiesta,2016,7548,17079,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2014,7299,31876,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2015,7499,58592,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 C-MAX,2014,7470,39197,30.0,61.4,1.6,1,0,1,0,1,0,0,0,0
 Kuga,2017,18849,15073,145.0,54.3,2.0,13,1,0,0,1,0,0,0,0
 Fiesta,2017,11799,26570,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Mondeo,2018,13999,34500,145.0,45.6,2.0,14,1,0,0,1,0,0,0,0
 Focus,2018,15999,7873,145.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Focus,2016,8999,65920,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2014,8649,45379,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Focus,2017,11599,22436,145.0,51.4,1.0,6,1,0,0,0,0,0,0,1
 Mondeo,2015,9361,69894,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2016,9362,65799,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 Focus,2019,18999,4146,145.0,47.9,1.5,6,1,0,0,0,0,0,0,1
 Focus,2016,9499,62664,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2015,9999,29469,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Focus,2015,13084,40807,200.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Mondeo,2016,9999,54955,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 C-MAX,2016,10999,11313,20.0,64.2,1.5,1,1,0,0,1,0,0,0,0
 Fiesta,2012,4852,61350,0.0,68.9,1.6,5,0,1,0,1,0,0,0,0
 Kuga,2019,17623,8978,145.0,45.6,1.5,13,0,1,0,1,0,0,0,0
 Fiesta,2016,9907,19519,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,7935,45018,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,11913,18639,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2013,6913,41148,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,13815,48628,20.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Fiesta,2017,10999,16613,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 KA,2010,3995,33563,30.0,55.4,1.2,11,0,1,0,0,0,0,0,1
 Kuga,2017,15995,46210,145.0,54.3,2.0,13,1,0,0,1,0,0,0,0
 Focus,2015,12787,39772,20.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Galaxy,2017,17999,35495,125.0,56.5,2.0,8,0,1,0,1,0,0,0,0
 Fiesta,2016,8699,7973,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,7147,32780,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2014,6934,42020,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,9999,14063,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2013,6540,27550,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2016,8244,19453,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Focus,2016,9545,33190,20.0,67.3,1.5,6,1,0,0,1,0,0,0,0
 Focus,2016,22499,21000,235.0,36.7,2.3,6,0,1,0,0,0,0,0,1
 B-MAX,2013,6992,32482,160.0,44.1,1.6,0,1,0,0,0,0,0,0,1
 Grand C-MAX,2016,9834,32151,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Focus,2017,17098,22431,145.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 C-MAX,2016,8599,22517,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Mondeo,2018,13999,39993,145.0,45.6,2.0,14,1,0,0,1,0,0,0,0
 B-MAX,2013,7349,9595,160.0,44.1,1.6,0,1,0,0,0,0,0,0,1
 S-MAX,2016,14331,33230,125.0,52.3,2.0,18,1,0,0,1,0,0,0,0
 Focus,2016,9491,30380,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 EcoSport,2016,8199,33196,160.0,44.8,1.5,2,0,1,0,0,0,0,0,1
 Fiesta,2014,5899,46314,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2014,7132,29639,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2017,10449,17468,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Mondeo,2015,11275,32508,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Focus,2017,12499,52492,145.0,50.4,1.5,6,0,1,0,0,0,0,0,1
 Fiesta,2016,9299,18328,0.0,88.3,1.5,5,0,1,0,1,0,0,0,0
 Fiesta,2016,8105,32268,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,16399,39967,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2017,7763,29435,145.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2014,11318,40402,235.0,39.2,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2014,6790,60918,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,19000,5310,145.0,46.3,1.5,6,1,0,0,0,0,0,0,1
 Fiesta,2016,9995,22607,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 KA,2014,3918,40150,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Fiesta,2014,9293,33872,150.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Fiesta,2012,4431,41485,0.0,76.4,1.6,5,0,1,0,1,0,0,0,0
 Kuga,2016,13919,45000,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,10999,31620,145.0,58.9,1.5,5,0,1,0,1,0,0,0,0
 Focus,2018,13449,15250,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 B-MAX,2017,8399,19913,145.0,47.1,1.4,0,0,1,0,0,0,0,0,1
 Focus,2017,18199,13000,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2017,11999,26973,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,18700,3095,145.0,64.2,2.0,6,1,0,0,1,0,0,0,0
 Fiesta,2016,7825,22502,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,15510,1786,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,12012,20621,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2017,9893,39888,125.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2019,14652,20059,145.0,40.3,1.5,5,0,1,0,0,0,0,0,1
 Fiesta,2015,7511,46243,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Focus,2019,17999,3521,145.0,64.2,2.0,6,1,0,0,1,0,0,0,0
 Edge,2016,19900,22188,200.0,47.9,2.0,3,1,0,0,1,0,0,0,0
 Fiesta,2016,7891,15543,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 B-MAX,2014,7376,41976,160.0,44.1,1.6,0,1,0,0,0,0,0,0,1
 Fiesta,2016,8344,19648,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2015,9610,50332,125.0,51.4,1.5,6,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,9709,45690,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Fiesta,2014,7731,26822,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2015,10295,23742,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Galaxy,2017,17999,32910,125.0,56.5,2.0,8,0,1,0,1,0,0,0,0
 Fiesta,2018,10999,30295,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Mustang,2018,25000,21632,145.0,35.3,2.3,15,0,1,0,0,0,0,0,1
 B-MAX,2016,9186,19659,0.0,74.4,1.5,0,0,1,0,1,0,0,0,0
 Focus,2017,12295,23016,145.0,51.4,1.5,6,0,1,0,0,0,0,0,1
 Focus,2017,10999,13671,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,12120,16853,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Focus,2018,12499,17330,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2015,7899,60482,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2017,11999,20310,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2016,15749,19664,200.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2019,17699,3252,145.0,64.2,2.0,6,1,0,0,1,0,0,0,0
 Fiesta,2019,16399,6937,145.0,40.3,1.5,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9360,25438,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,11500,2481,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,13999,9377,145.0,51.4,1.5,9,1,0,0,1,0,0,0,0
 Focus,2018,12204,22688,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,11389,36608,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10799,13967,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Focus,2016,9499,31309,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,19500,1520,145.0,64.2,2.0,6,1,0,0,1,0,0,0,0
 Focus,2017,9995,34040,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Mondeo,2018,14399,29462,145.0,45.6,2.0,14,1,0,0,1,0,0,0,0
 Fiesta,2013,5448,66471,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Kuga,2019,16399,12689,145.0,39.2,1.5,13,0,1,0,0,0,0,0,1
 Fiesta,2017,9499,17378,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,16999,16644,145.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2014,8299,60002,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Focus,2016,8899,49470,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 C-MAX,2018,12899,6207,145.0,49.6,1.0,1,0,1,0,0,0,0,0,1
 Galaxy,2016,14999,33883,125.0,56.5,2.0,8,0,1,0,1,0,0,0,0
 C-MAX,2016,9770,27589,20.0,64.2,1.5,1,1,0,0,1,0,0,0,0
 Grand C-MAX,2017,10249,24449,30.0,58.9,1.5,9,1,0,0,1,0,0,0,0
 Fiesta,2016,11127,22292,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Edge,2017,16999,65853,160.0,48.7,2.0,3,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10799,12249,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10699,39296,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Focus,2018,13799,14082,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Focus,2016,10185,53717,30.0,64.2,2.0,6,1,0,0,1,0,0,0,0
 Focus,2017,16051,11035,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2016,10210,21018,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 KA,2019,10998,7096,145.0,43.5,1.2,11,0,1,0,0,0,0,0,1
 Kuga,2015,10599,39329,165.0,45.6,1.5,13,0,1,0,0,0,0,0,1
 Focus,2012,5299,69000,145.0,47.9,1.6,6,0,1,0,0,0,0,0,1
 Mondeo,2012,3499,124000,30.0,65.7,1.6,14,0,1,0,1,0,0,0,0
 Focus,2012,5499,59000,145.0,47.9,1.6,6,0,1,0,0,0,0,0,1
 Streetka,2005,1999,63000,270.0,35.3,1.6,19,0,1,0,0,0,0,0,1
 KA,2012,3499,74000,20.0,68.9,1.2,11,0,1,0,1,0,0,0,0
 Focus,2012,3899,126000,125.0,56.5,2.0,6,0,1,0,1,0,0,0,0
 Kuga,2015,10495,42277,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2015,7699,34263,0.0,88.3,1.5,5,0,1,0,1,0,0,0,0
 Mondeo,2015,11999,55686,0.0,67.3,2.0,14,1,0,0,0,0,1,0,0
 Fiesta,2017,11128,25595,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10799,30555,145.0,58.9,1.5,5,0,1,0,1,0,0,0,0
 Kuga,2017,14799,17339,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Mondeo,2015,10999,25627,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 Fiesta,2016,8825,21297,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,7175,40003,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,6800,22421,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Focus,2019,18498,5532,145.0,48.7,1.0,6,0,1,0,0,0,0,0,1
 Focus,2015,6499,71500,20.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,17999,95,145.0,48.7,1.0,6,1,0,0,0,0,0,0,1
 B-MAX,2017,8499,31120,145.0,57.7,1.0,0,0,1,0,0,0,0,0,1
 KA,2017,7999,18800,145.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 KA,2018,9599,7916,150.0,43.5,1.2,11,0,1,0,0,0,0,0,1
 EcoSport,2018,13999,16908,150.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2017,10499,25000,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Puma,2020,22998,1000,150.0,49.6,1.0,16,0,1,0,0,0,0,0,1
 Kuga,2017,12999,44000,150.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 KA,2019,10998,2296,145.0,43.5,1.2,11,0,1,0,0,0,0,0,1
 Focus,2019,15999,15000,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,16799,4660,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
